Serial,Sighting_Number,Date,Observation_period,Observation_period_start_time,Observation_period_end_time,Sighting_duration,Time_of_walking_event,Walking_event_number,Individual_ID,Initiation_order,Displacement,Compass_bearing,Interaction_type,Aggressor_id,Aggression_type,Ba_males_present,Follower_response_delay,Stopping_order,End_activity,Notes
37,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:43:25,19,01_053,1,8,180,passive,,,0,,1,S,walked away from trough
38,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:53:15,20,01_053,1,15,180,passive,,,0,,1,S,
39,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:53:15,20,01_721,2,15,180,passive,,,0,1,2,S,
40,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:53:15,20,01_400,3,15,180,passive,,,0,2,3,S,
41,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:46:27,21,01_721,1,2,180,passive,,,0,,1,S,
42,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:46:27,21,06_400,2,2,180,passive,,,0,1,2,S,
43,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:46:27,21,01_400,3,3,180,passive,,,0,21,3,V,
44,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:47:04,22,01_721,1,15,330,passive,,,0,,1,S,
45,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:48:30,23,01_721,1,5,180,passive,,,0,,1,G,
46,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:52:07,24,01_721,1,2,330,passive,,,0,,1,Drink,
47,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:56:03,25,01_721,1,4,180,passive,,,0,,1,G,
48,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:56:03,25,01_400,2,4,180,passive,,,0,7,2,S,
49,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:56:58,26,01_721,1,10,180,passive,,,0,,,W,changed direction while walking
50,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:57:58,27,01_721,1,20,280,passive,,,0,,1,E,
51,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:57:58,27,06_400,2,20,280,passive,,,0,1,2,N,
52,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:57:58,27,01_053,3,20,280,passive,,,0,8,3,E,
53,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,7:57:58,27,01_400,4,20,280,passive,,,0,93,4,E,
54,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,8:06:06,28,01_053,1,30,250,passive,,,0,,1,G,
55,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,8:06:06,28,01_721,2,30,250,passive,,,0,3,2,G,
56,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,8:06:06,28,06_400,3,30,250,passive,,,0,16,3,G,
57,01_053_2,9-Jul-06,1,6:45:00,8:57:15,2:12:15,8:06:06,28,01_400,4,30,250,passive,,,0,49,4,G,
834,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:50:31,1,06_400,1,15,305,passive,,,0,,1,SG,
835,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:53:07,2,01_721,1,8,305,passive,,,0,,1,D,toward 06_400
836,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:55:40,3,06_400,1,25,305,passive,,,0,,3,G,06_400 fol rest of herd
837,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:55:40,3,01_721,2,2,305,passive,,,0,11,1,G,
838,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:55:40,3,01_053,3,2,305,passive,,,0,30,2,G,
839,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:56:35,4,06_400,1,5,335,passive,,,0,,1,G,
840,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:56:35,4,01_053,2,15,305,passive,,,0,12,2,G,01_053 W toward 06_400
841,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:57:47,5,06_400,1,2,335,passive,,,0,,1,G,
842,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:57:47,5,01_721,2,20,305,passive,,,0,13,2,G,
843,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,9:59:25,6,01_400,1,12,350,passive,,,0,,1,G,catching up with rest of hrm.
844,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:02:02,7,01_400,1,9,350,passive,,,0,,1,G,G .5m behind 01_721
845,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:06:09,8,06_400,1,15,20,passive,,,0,,1,G,next to another herd st; W toward rest f herd
846,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:08:56,9,01_053,1,20,350,passive,,,0,,1,W,changed direction without stopping; W toward 06_400
847,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:10:06,10,01_053,1,30,5,passive,,,0,,1,SI,changed direction without stopping; W toward other harem st; rubbed nose to other's rump
848,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:10:39,11,01_053,1,4,350,passive,,,0,,1,Roll,
849,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:10:39,11,06_400,2,10,350,passive,,,0,11,2,SI,sniff 01_053
850,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:10:39,11,01_721,3,30,350,passive,,,0,59,3,W,toward 01_053
851,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:10:39,11,01_400,4,50,350,passive,,,0,114,4,S,
852,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:12:03,12,01_053,1,5,20,passive,,,0,,1,SI,sniff female of another harem
853,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:12:20,13,01_721,1,4,350,passive,,,0,,1,MG,W toward 06_400
854,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:12:43,14,01_053,1,5,350,passive,,,0,,1,S,following other harem Wing away
855,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:15:13,15,01_721,1,6,350,passive,,,0,,1,S,W to 01_053
856,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:15:13,15,06_400,2,10,350,passive,,,0,6,2,N,W to S next to 01_721
857,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:17:16,16,06_400,1,3,350,passive,,,0,,1,SG,to 01_053
858,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:19:02,17,01_400,1,8,350,passive,,,0,,1,S,next to 01_721
859,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:19:22,18,01_721,1,2,350,passive,,,0,,1,SI,MG with 01_400
860,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:19:22,18,01_400,2,4,350,passive,,,0,3,2,SI,MG with 01_721
861,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:24:09,19,01_400,1,6,20,aggressive,01_400,EB,0,,1,S,W toward 01_721 with EB
862,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:24:09,19,01_721,2,2,350,aggressive,01_400,EB,0,12,2,G,W 2m past 01_400 after 01_721 rubbed head on 01_400's rump
863,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:29:04,20,01_053,1,20,130,aggressive,01_053,EB,0,,1,SI,EB; rubs head against 01_400 rump
864,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:29:35,NOTE,,,,,,,,,,,,01_053 and 01_400 MG; N-G; 
865,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:30:45,NOTE,,,,,,,,,,,,01_400 rubs 01_053's back with her head
866,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:31:32,21,01_400,1,10,310,passive,,,0,,2,V,
867,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:31:32,21,01_053,2,6,310,passive,,,0,5,1,SG,
868,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:34:40,22,01_721,1,5,130,passive,,,0,,1,S,W to 01_053 and 01_400
869,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:34:40,22,06_400,2,5,130,passive,,,0,5,2,SI,rub against 01_053
870,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:43:09,23,01_053,1,4,310,passive,,,0,,1,S,
871,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,10:43:09,23,06_400,2,4,310,passive,,,0,4,2,S,
872,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:08:57,24,06_400,1,15,310,passive,,,0,,1,V,car coming; harem moves
873,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:08:57,24,01_721,2,15,310,passive,,,0,10,2,V,
874,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:08:57,24,01_400,3,14,310,passive,,,0,13,3,D,
875,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:08:57,24,01_053,4,13,310,passive,,,0,16,4,V,
876,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:10:05,25,01_721,1,8,280,passive,,,0,,1,S,
877,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:10:05,25,06_400,2,8,280,passive,,,0,4,2,N,
878,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:11:04,26,01_721,1,4,70,passive,,,0,,1,V,
879,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:11:14,26,06_400,2,4,70,passive,,,0,7,2,S,next to 01_721
880,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:13:09,NOTE,,,,,,,,,,,,01_053 SI w/Ba males
881,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:13:52,27,01_721,1,60,280,passive,,,0,,2,G,
882,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:13:52,27,01_400,2,10,280,aggressive,01_400,EB,0,21,1,G,
883,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:13:52,27,06_400,3,50,280,aggressive,01_400,EB,0,55,3,G,started W when 01_400 W behind with EB
884,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:16:33,28,06_400,1,15,280,passive,,,0,,1,S,W to 01_721
885,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:18:16,29,01_400,1,50,310,passive,,,0,,1,G,
886,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:18:16,29,01_053,2,45,310,passive,,,0,22,2,S,
887,01_053_3,6-Aug-06,1,9:35:00,11:20:00,1:45:00,11:18:16,NOTE,,,,,,,,,,,,01_721 run away due to passing car
888,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:05:16,30,01_053,1,150,345,passive,,,0,,2,Drink,
889,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:05:16,30,06_400,2,150,345,passive,,,0,4,1,S,
890,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:05:16,30,01_721,3,150,345,passive,,,0,27,3,Drink,
891,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:05:16,30,01_400,4,150,345,passive,,,0,53,4,SI,01_400 rub head on 01_053's rump
892,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:14:27,NOTE,,,,,,,,,,,,"06_400 run to trough ahead of 01_053, --> S 2m from trough"
893,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:15:35,NOTE,,,,,,,,,,,,06_400 drank after 01_053
894,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:16:19,31,01_053,1,2,310,passive,,,1,,1,V,W away from trough
895,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:16:26,NOTE,,,,,,,,,,,,06_400 salting
896,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:16:45,32,01_721,1,5,255,passive,,,1,,1,V,W away from trough
897,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:16:45,32,06_400,2,5,255,passive,,,1,25,2,S,with 01_721
898,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:16:51,33,01_400,1,20,285,passive,,,1,,1,S,W to trough
899,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:17:48,34,01_400,1,15,345,passive,,,1,,1,S,
900,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:41,35,01_053,1,4,345,aggressive,01_053,EB,1,,1,SI,W toward 01_400; EB
901,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:41,35,01_400,2,6,345,aggressive,01_053,EB,1,2,2,SI,W toward trough; sniff 01_053 and rub head on 01_053 rump
902,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:59,36,01_400,1,25,315,passive,,,1,,3,S,
903,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:59,36,01_053,2,25,315,passive,,,1,21,4,W,"W past 01_721, 06_400 EB"
904,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:59,36,06_400,3,20,315,passive,,,1,26,1,S,
905,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:18:59,36,01_721,4,20,315,passive,,,1,31,2,G,
906,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:20:48,37,01_053,1,50,315,aggressive,01_053,head bob,1,,4,S,ctd W 315 until everyone started following him again
907,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:20:48,37,01_721,2,50,315,aggressive,01_053,head bob,1,2,3,W,change direction toward another harem b/c 06_400 ran over there
908,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:20:48,37,06_400,3,50,315,aggressive,01_053,head bob,1,5,2,W,"running around, following the general movement of the harem"
909,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:20:48,37,01_400,4,50,315,passive,,,1,44,1,S,
910,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:20,38,06_400,1,8,255,passive,,,1,,2,S,
911,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:20,38,01_721,2,8,255,passive,,,1,4,1,S,
912,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:56,39,01_053,1,50,315,passive,,,1,,2,SI,start time for this event is when 01_053 and 06_400 split directions; SI with other st male NN
913,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:56,39,01_400,2,50,315,passive,,,1,23,1,G,
914,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:56,39,01_721,3,50,315,passive,,,1,49,3,G,
915,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:22:56,39,06_400,4,50,315,passive,,,1,56,4,G,
916,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:25:17,40,01_721,1,50,255,passive,,,1,,3,V,always ahead
917,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:25:17,40,01_053,2,20,255,passive,,,1,9,2,S,
918,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:25:17,40,06_400,3,20,255,passive,,,1,10,1,SG,
919,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:25:17,40,01_400,4,20,255,passive,,,1,12,4,W,
920,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:26:05,41,01_400,1,30,255,aggressive,01_400,EB,1,,3,S,"W past 01_053 and 06_400 with EB, they fol"
921,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:26:05,41,06_400,2,20,255,aggressive,01_400,EB,1,2,1,SI,groom 01_053
922,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:26:05,41,01_053,3,20,255,aggressive,01_400,EB,1,4,2,SG,
923,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:27:09,42,01_721,1,,,,,,,,2,W,
924,01_053_3,6-Aug-06,2,12:05:16,12:30:00,0:24:44,12:27:09,42,06_400,2,,,,,,,,1,V,"ran after 01_721, W past 01_721 before stopping"
58,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:03:41,1,04_155,1,4,130,passive,,,0,,1,S,
59,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:04:00,2,04_155,1,4,130,passive,,,0,,1,G,
60,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:04:50,3,04_155,1,4,100,passive,,,0,,1,G,
61,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:05:41,4,01_313,1,15,60,passive,,,0,,1,G,
62,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:05:41,4,01_314,2,4,60,passive,,,0,21,2,G,
63,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:05:41,4,05_327,3,4,60,passive,,,0,29,3,G,
64,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:05:41,4,04_155,4,3,60,passive,,,0,30,4,S,
65,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:09:09,5,01_314,1,4,30,passive,,,0,,1,G,
66,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:13:30,6,01_314,1,6,0,passive,,,0,,3,G,
67,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:13:30,6,05_327,2,4,0,passive,,,0,9,1,SG,
68,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:13:30,6,04_155,3,3,0,passive,,,0,10,2,S,
69,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:13:30,6,05_327,4,30,0,passive,,,0,46,4,G,
70,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:15:03,7,04_155,1,25,0,passive,,,0,,1,G,
71,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:15:03,7,01_313,2,25,0,passive,,,0,24,2,G,
72,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:17:18,8,04_155,1,4,0,passive,,,0,,1,G,
73,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:17:18,8,01_313,2,8,0,passive,,,0,5,2,G,
74,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:20:40,9,01_313,1,8,30,passive,,,0,,1,G,st catching up with his harem
75,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:30:35,10,01_314,1,4,0,passive,,,0,,1,G,
76,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:30:35,10,05_327,2,5,0,passive,,,0,21,2,N,
77,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:37:55,11,05_327,1,6,0,passive,,,0,,1,S,
78,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:38:26,12,05_327,1,4,0,passive,,,0,,1,V,
79,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:38:26,12,01_314,2,2,0,passive,,,0,1,2,G,
80,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:41:55,13,01_314,1,4,305,passive,,,0,,1,U,sniffed ground then U
81,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:43:25,14,01_314,1,6,305,passive,,,0,,1,G,
82,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:43:25,14,05_327,2,8,305,passive,,,0,15,2,N,
83,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:45:35,15,01_314,1,10,305,passive,,,0,,1,G,
84,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:45:35,15,05_327,2,9,305,passive,,,0,5,2,G,
85,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:08,16,01_313,1,12,305,passive,,,0,,1,G,
86,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:08,16,04_155,2,8,305,aggressive,04_155,physical contact,0,2,2,G,col rubbed st flank as she passed st
87,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:44,17,01_314,1,30,245,passive,,,0,,3,G,"Lwalked within 1min of st leading, but different direction"
88,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:44,17,05_327,2,50,245,passive,,,0,1,4,G,
89,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:44,17,04_155,3,48,245,passive,,,0,2,1,G,
90,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:51:44,17,01_313,4,40,245,passive,,,0,3,2,G,harem supplanted another harem of two
91,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:57:15,18,05_327,1,4,270,passive,,,0,,1,G,foal walking back towards harem
92,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,7:57:15,18,01_314,2,2,270,passive,,,0,16,2,G,
93,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:07:02,19,01_314,1,10,0,passive,,,0,,1,G,
94,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:09:15,20,01_313,1,10,270,passive,,,0,,1,G,
95,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:09:15,20,04_155,2,8,270,passive,,,0,60,2,G,walked over to graze with the foal
96,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:12:04,21,01_314,1,4,260,aggressive,01_314,EB,0,,1,G,walked towards foal
97,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:12:04,21,05_327,2,15,290,passive,,,0,39,2,G,
98,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:14:55,22,01_313,1,5,290,passive,,,0,,1,G,
99,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:14:55,22,04_155,2,5,290,passive,,,0,1,2,G,
100,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:14:55,22,05_327,3,10,290,passive,,,0,8,3,G,
101,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:33:00,23,05_327,1,20,290,passive,,,0,,1,G,
102,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:33:00,23,04_155,2,34,290,passive,,,0,2,2,G,
103,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:33:00,23,01_314,3,40,290,passive,,,0,4,3,G,
104,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:33:00,23,01_313,4,30,290,passive,,,0,5,4,G,
105,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:35:33,24,01_313,1,15,290,passive,,,0,,1,G,
106,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:35:33,24,04_155,2,15,290,passive,,,0,1,2,G,
107,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:35:33,24,01_314,3,15,290,passive,,,0,2,3,G,
108,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:36:27,25,01_313,1,15,200,passive,,,0,,2,Drink,
109,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:36:27,25,05_327,2,15,150,passive,,,0,3,4,Drink,F S briefly; L nudged f's rump and he started walking again
110,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:36:27,25,01_314,3,20,200,passive,,,0,21,1,Drink,
111,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:36:27,25,04_155,4,20,200,passive,,,0,25,3,Drink,
112,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:38,26,01_313,1,2,80,passive,,,0,,1,S,
113,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:38,26,04_155,2,2,80,passive,,,0,2,2,S,
114,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:38,26,05_327,3,3,80,passive,,,0,3,3,S,
115,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:46,27,01_313,1,50,80,passive,,,0,,2,G,
116,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:46,27,04_155,2,40,80,passive,,,0,1,1,G,
117,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:46:46,27,05_327,3,60,80,passive,,,0,2,3,G,
118,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:50:22,28,05_327,1,12,80,passive,,,0,,1,G,f walked in front of L
119,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:50:22,28,01_314,2,10,80,passive,,,0,14,2,G,L walked in front of f
120,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:50:22,28,04_155,3,30,80,passive,,,0,49,4,G,
121,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:50:22,28,01_314,5,25,80,passive,,,0,65,3,G,
122,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:53:19,29,01_313,1,30,80,passive,,,0,,1,G,W to catch up with harem
123,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:54:24,30,04_155,1,15,80,passive,,,0,,1,G,got startled ran back toward group then continued walking same direction initiated
124,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:54:24,30,01_314,2,18,80,passive,,,0,28,3,G,
125,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:54:24,30,05_327,3,18,80,passive,,,0,29,4,G,
126,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:54:24,30,01_313,4,12,80,passive,,,0,30,2,G,
127,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:55:42,31,01_314,1,20,80,passive,,,0,,1,G,
128,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:55:42,31,05_327,2,20,80,passive,,,0,3,2,SI,rub L's rump.
129,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:55:42,31,01_313,3,18,80,passive,,,0,4,3,V,
130,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:55:42,31,04_155,4,16,80,passive,,,0,19,4,G,
131,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:58:00,32,01_314,1,15,80,passive,,,0,,1,G,
132,01_313_1,10-Jul-06,1,6:58:45,9:02:06,2:03:21,8:58:00,32,05_327,2,15,80,passive,,,0,9,2,G,
2117,01_313_2,28-Jul-06,1,8:01:02,8:38:00,0:36:58,8:19:50,1,01_313,1,100,145,passive,,,1,,1,V,
2118,01_313_2,28-Jul-06,1,8:01:02,8:38:00,0:36:58,8:19:50,1,04_155,2,100,145,passive,,,1,5,2,G,
2119,01_313_2,28-Jul-06,1,8:01:02,8:38:00,0:36:58,8:19:50,1,05_327,3,100,145,passive,,,1,10,3,S,
2120,01_313_2,28-Jul-06,1,8:01:02,8:38:00,0:36:58,8:19:50,1,01_314,4,100,145,passive,,,1,13,4,S,
2121,01_313_2,28-Jul-06,1,8:01:02,8:38:00,0:36:58,8:25:05,2,01_314,1,30,100,passive,,,1,,1,G,
