Serial,Sighting_Number,Date,Observation_period,Observation_period_start_time,Observation_period_end_time,Sighting_duration,Time_of_walking_event,Walking_event_number,Individual_ID,Initiation_order,Displacement,Compass_bearing,Interaction_type,Aggressor_id,Aggression_type,Ba_males_present,Follower_response_delay,Stopping_order,End_activity,Notes
2289,01_590_3,7-Aug-06,1,7:25:00,9:48:00,2:23:00,8:29:44,18,01_590,1,10,185,aggressive,01_590,herd,1,,1,G,herd 
2290,01_590_3,7-Aug-06,1,7:25:00,9:48:00,2:23:00,8:29:44,18,01_373,2,10,185,aggressive,01_590,herd,1,1,2,G,
2291,01_590_3,7-Aug-06,1,7:25:00,9:48:00,2:23:00,8:52:24,19,01_651,1,8,80,aggressive,01_590,herd,1,,1,G,
2292,01_590_3,7-Aug-06,1,7:25:00,9:48:00,2:23:00,8:52:24,19,01_752,2,4,80,aggressive,01_590,herd,1,2,2,G,
2809,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,6:57:04,1,01_665,1,6,120,passive,,,0,,1,G,
2810,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,6:57:32,1,02_1009,1,2,120,passive,,,0,,1,G,
2811,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,6:57:32,2,01_516,2,4,120,passive,,,0,19,2,G,
2812,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,6:58:59,3,01_596,1,3,120,passive,,,0,,1,G,
2813,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,6:58:59,3,01_516,2,2,120,passive,,,0,1,2,G,
2814,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:00:01,4,01_596,1,4,90,passive,,,0,,1,G,
2815,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:05:55,5,02_1009,1,3,120,passive,,,0,,1,G,
2816,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:07:55,6,02_1009,1,4,120,passive,,,0,,1,G,
2817,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:07:55,6,01_596,2,5,120,passive,,,0,15,2,G,W past 02_1009
2818,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:08:38,7,02_1009,1,2,120,passive,,,0,,1,G,
2819,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:20:36,8,01_758,1,2,90,passive,,,0,,1,G,
2820,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:25:25,9,01_596,1,10,115,passive,,,0,,1,V,
2821,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:53:33,10,01_665,1,2,55,passive,,,0,,1,G,
2822,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:59:18,11,01_596,1,10,90,passive,,,0,,1,G,
2823,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,7:59:18,11,01_665,2,8,90,passive,,,0,2,2,G,
2824,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:00:49,12,01_758,1,4,90,passive,,,0,,1,V,
2825,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:10,13,01_758,1,10,315,passive,,,0,,1,S,
2826,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:10,13,01_665,2,10,315,passive,,,0,4,2,S,
2827,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:10,13,02_1009,3,10,315,passive,,,0,7,3,S,
2828,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:10,13,01_516,4,10,315,passive,,,0,12,4,S,
2829,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:10,13,01_596,5,10,315,passive,,,0,17,5,S,
2830,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:40,14,01_758,1,10,315,passive,,,0,,1,G,
2831,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:40,14,01_665,2,10,315,passive,,,0,7,2,G,
2832,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:40,14,02_1009,3,10,315,passive,,,0,15,3,G,
2833,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:40,14,01_516,4,10,315,passive,,,0,29,4,G,
2834,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:14:40,14,01_596,5,10,315,passive,,,0,42,5,SI,rub 01_516's rump
2835,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:19:12,15,01_758,1,12,340,passive,,,0,,1,G,
2836,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:20:54,16,01_596,1,22,340,passive,,,0,,1,SI,rub 01_758's rump
2837,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:21:28,17,01_596,1,100,340,passive,,,0,,1,G,
2838,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:21:28,17,01_758,2,100,340,passive,,,0,3,5,G,
2839,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:21:28,17,01_516,3,100,340,passive,,,0,6,2,G,
2840,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:21:28,17,01_665,4,100,340,passive,,,0,7,3,G,
2841,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:21:28,17,02_1009,5,100,340,passive,,,0,8,4,G,
2842,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:24:10,18,01_596,1,10,340,passive,,,0,,1,G,
2843,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:24:10,18,02_1009,2,8,340,passive,,,0,38,2,G,
2844,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:25:00,19,01_596,1,15,340,passive,,,0,,1,G,
2845,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:25:49,20,01_596,1,6,340,passive,,,0,,1,G,
2846,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:25:49,20,01_665,2,12,340,passive,,,0,34,2,G,
2847,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:27:03,21,01_758,1,30,340,passive,,,0,,1,G,
2848,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:27:03,21,02_1009,2,12,340,passive,,,0,1,2,G,
2849,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:27:50,22,01_596,1,2,340,passive,,,0,,1,G,
2850,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:27:50,22,01_665,2,2,340,passive,,,0,3,2,G,
2851,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:28:08,23,01_758,1,15,310,passive,,,0,,1,G,
2852,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:28:08,23,01_665,2,15,310,passive,,,0,21,2,G,
2853,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:28:08,23,01_596,3,15,310,passive,,,0,37,3,G,
2854,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:28:08,23,02_1009,4,15,310,passive,,,0,62,4,SI,MG with 01_596
2855,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:31:28,24,02_1009,1,5,310,passive,,,0,,1,G,
2856,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:31:28,24,01_516,2,18,310,passive,,,0,8,2,G,
2857,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:32:30,25,01_596,1,40,310,passive,,,0,,1,G,
2858,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:32:30,25,01_758,2,30,310,passive,,,0,2,2,G,
2859,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:32:30,25,01_516,3,20,310,passive,,,0,4,3,G,
2860,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:32:30,25,02_1009,4,20,310,passive,,,0,13,4,G,
2861,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:33:36,26,01_758,1,6,310,passive,,,0,,1,G,
2862,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:34:30,27,01_596,1,20,310,passive,,,0,,1,G,
2863,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:34:30,27,01_758,2,20,310,passive,,,0,6,2,G,
2864,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:34:30,27,01_665,3,20,310,passive,,,0,9,3,G,
2865,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:34:30,27,01_516,4,20,310,passive,,,0,11,4,G,
2866,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:34:30,27,02_1009,5,20,310,passive,,,0,14,5,G,
2867,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:35:50,28,01_596,1,50,310,passive,,,0,,5,G,"01_596 tried to stop earlier, but 02_1009 nudged him to keep him walking an extra 30s before stopping"
2868,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:35:50,28,01_758,2,30,310,passive,,,0,1,1,G,
2869,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:35:50,28,02_1009,3,30,310,passive,,,0,3,2,G,
2870,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:35:50,28,01_516,4,30,310,passive,,,0,5,3,G,
2871,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:35:50,28,01_665,5,30,310,passive,,,0,7,4,G,
2872,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:39:00,29,01_596,1,130,310,passive,,,0,,4,G,"01_596 tried to stop earlier, but 01_758 nudged him to keep him walking an extra 30s before stopping"
2873,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:39:00,29,02_1009,2,110,310,passive,,,0,6,2,G,
2874,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:39:00,29,01_758,3,110,310,passive,,,0,21,3,G,
2875,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:39:00,29,01_665,4,110,310,passive,,,0,26,5,SG,
2876,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:39:00,29,01_516,5,110,310,passive,,,0,56,1,SG,
2877,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:47:10,30,01_596,1,6,310,passive,,,0,,1,G,
2878,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:47:10,30,01_516,2,6,310,passive,,,0,2,2,G,
2879,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:48:45,31,01_758,1,10,310,passive,,,0,,1,G,
2880,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:50:40,32,01_758,1,5,360,passive,,,0,,1,G,
2881,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:54:00,33,01_596,1,10,360,passive,,,0,,1,V,
2882,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:54:00,33,01_758,2,15,360,passive,,,0,96,2,G,
2883,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,8:55:35,34,01_596,1,5,360,passive,,,0,,1,G,
2884,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:01:00,35,01_596,1,4,140,passive,,,0,,1,G,
2885,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:10,36,01_596,1,16,140,passive,,,0,,1,SI,with other members of his harem
2886,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:50,37,02_1009,1,200,320,passive,,,0,,1,SG,
2887,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:50,37,01_665,2,200,320,passive,,,0,15,4,SG,
2888,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:50,37,01_516,3,200,320,passive,,,0,16,3,SG
2889,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:50,37,01_596,4,200,320,passive,,,0,17,5,SG
2890,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:03:50,37,01_758,5,200,320,passive,,,0,40,2,SG
2891,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:11:50,38,01_516,1,4,340,passive,,,0,,1,G
2892,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:13:28,39,02_1009,1,4,340,passive,,,0,,1,G
2893,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:16:00,40,01_596,1,20,10,passive,,,0,,1,V
2894,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:16:00,40,02_1009,2,20,10,passive,,,0,3,2,V
2895,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:16:00,40,01_516,3,20,10,passive,,,0,7,3,G
2896,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:16:00,40,01_665,4,20,10,passive,,,0,9,5,S
2897,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:16:00,40,01_758,5,20,10,passive,,,0,14,4,S
2898,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:24:10,41,01_596,1,20,10,passive,,,0,,1,V
2899,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:24:10,41,02_1009,2,20,10,passive,,,0,2,2,G
2900,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:24:10,41,01_758,3,20,10,passive,,,0,42,3,G
2901,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:24:10,41,01_516,4,20,10,passive,,,0,49,4,G
2902,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:24:10,41,01_665,5,20,10,passive,,,0,52,5,G
2903,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:26:35,42,01_596,1,100,20,passive,,,0,,1,G
2904,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:26:35,42,02_1009,2,80,20,passive,,,0,5,2,G,
2905,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:26:35,42,01_758,3,50,20,passive,,,0,23,3,G,
2906,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:29:00,43,02_1009,1,40,20,passive,,,0,,1,G,
2907,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:29:00,43,01_758,2,40,20,passive,,,0,1,2,G,
2908,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:29:00,43,01_665,3,20,20,passive,,,0,4,3,G,
2909,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:29:00,43,01_516,4,20,20,passive,,,0,8,4,G,
2910,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:30:20,44,01_665,1,20,20,passive,,,0,,1,G,
2911,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:30:20,44,01_516,2,20,20,passive,,,0,47,2,G,
2912,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:36:25,45,01_758,1,6,350,passive,,,0,,1,G,
2913,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:37:56,46,01_665,1,6,350,passive,,,0,,1,G,
2914,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:39:40,47,01_596,1,16,350,passive,,,0,,1,G,
2915,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:41:30,48,01_596,1,15,20,passive,,,0,,1,G,
2916,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:45:06,49,01_596,1,10,360,aggressive,01_596,herd,1,,1,G,herding them EB (another harem right next to them)
2917,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:45:06,49,01_665,2,10,360,aggressive,01_596,herd,1,1,2,G,"KA, KC from 01_665 to 01_596"
2918,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:45:06,49,02_1009,3,10,360,aggressive,01_596,herd,1,2,3,G,
2919,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:52:18,50,01_596,1,3,360,aggressive,01_596 ,head bob,1,,1,G,W away with head bob
2920,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:52:18,50,02_1009,2,5,360,aggressive,01_596 ,head bob,1,2,2,G
2921,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:52:18,50,01_665,3,5,360,aggressive,01_596 ,head bob,1,8,3,G
2922,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:52:18,50,01_758,4,5,360,aggressive,01_596 ,head bob,1,20,4,G
2923,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:52:18,50,01_516,5,4,360,aggressive,01_596 ,head bob,1,34,5,G
2924,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:53:00,51,01_596,1,10,360,aggressive,01_596 ,head bob,1,,1,G
2925,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:53:00,51,02_1009,2,10,360,aggressive,01_596 ,head bob,1,3,2,G
2926,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:53:00,51,01_665,3,10,360,aggressive,01_596 ,head bob,1,5,3,G
2927,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:53:00,51,01_758,4,10,360,aggressive,01_596 ,head bob,1,8,4,G
2928,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,9:53:00,51,01_516,5,10,360,aggressive,01_596 ,head bob,1,16,5,G
2929,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:02:10,52,01_596,1,4,360,passive,,,1,,1,G
2930,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:02:10,52,01_758,2,2,360,passive,,,1,2,2,G
2931,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:02:10,52,02_1009,3,2,360,passive,,,1,4,3,G
2932,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:02:10,52,01_516,4,2,360,passive,,,1,6,4,G
2933,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:02:10,52,01_665,5,2,360,passive,,,1,8,5,G
2934,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:16:44,53,01_596,1,275,300,passive,,,1,,1,V
2935,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:16:44,53,01_758,2,275,300,passive,,,1,4,2,V
2936,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:16:44,53,01_665,3,275,300,passive,,,1,9,3,V
2937,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:16:44,53,02_1009,4,275,300,passive,,,1,15,4,V
2938,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:16:44,53,01_516,5,275,300,passive,,,1,26,5,V
2939,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:29:40,54,01_596,1,40,300,passive,,,1,,1,S
2940,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:29:40,54,01_758,2,40,300,passive,,,1,2,2,S
2941,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:29:40,54,01_516,3,40,300,passive,,,1,5,3,S
2942,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:29:40,54,02_1009,4,40,300,passive,,,1,6,4,S
2943,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:29:40,54,01_665,5,40,300,passive,,,1,8,5,S
2944,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:32:40,55,01_758,1,30,300,passive,,,1,,1,G
2945,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:32:40,55,02_1009,2,30,300,passive,,,1,11,2,G
2946,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:32:40,55,01_516,3,30,300,passive,,,1,18,3,G
2947,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:32:40,55,01_665,4,30,300,passive,,,1,22,4,G
2948,01_596_1,5-Jul-06,1,6:45:00,10:34:00,3:49:00,10:32:40,55,01_596,5,30,300,passive,,,1,25,5,G
2949,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:42:25,56,01_596,1,50,175,passive,,,1,,1,V
2950,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:42:25,56,02_1009,2,50,175,passive,,,1,1,2,V
2951,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:42:25,56,01_758,3,50,175,passive,,,1,2,3,V
2952,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:42:25,56,01_665,4,50,175,passive,,,1,3,4,V,
2953,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:42:25,56,01_516,5,50,175,passive,,,1,8,5,V,
2954,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:50:00,57,01_596,1,10,175,passive,,,1,,1,Drink,
2955,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:50:00,57,01_758,2,10,175,passive,,,1,26,2,Drink,
2956,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:50:00,57,02_1009,3,10,175,passive,,,1,30,3,Drink,
2957,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:50:00,57,01_665,4,10,175,passive,,,1,33,4,Drink,
2958,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:50:00,57,01_516,5,10,175,passive,,,1,60,5,Drink,"KC another st, KA another female, EB another female before drinking"
2959,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:52:38,58,01_665,1,50,175,passive,,,1,,1,G,all run away very fast
2960,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:52:38,58,01_516,2,50,175,passive,,,1,0.5,2,G,
2961,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:52:38,58,01_758,3,50,175,passive,,,1,1,3,G,
2962,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:52:38,58,02_1009,4,50,175,passive,,,1,1.5,4,G,
2963,01_596_1,5-Jul-06,2,10:38:00,11:13:00,0:35:00,10:52:38,58,01_596,5,50,175,passive,,,1,2,5,G,
2964,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:21:00,59,01_758,1,40,175,passive,,,1,,1,V,
2965,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:21:00,59,01_665,2,40,175,passive,,,1,5,2,V,
2966,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:21:00,59,01_516,3,40,175,passive,,,1,8,3,V,
2967,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:21:00,59,02_1009,4,40,175,passive,,,1,14,4,V,
2968,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:21:00,59,01_596,5,40,175,passive,,,1,17,5,V,
2969,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:23:15,60,01_596,1,40,220,aggressive,01_596,head bob,1,,1,SI,with Ba males
2970,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:23:15,60,01_665,2,40,220,aggressive,01_596,head bob,1,5,2,G,
2971,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:23:15,60,01_516,3,40,220,aggressive,01_596,head bob,1,6,3,SG,
2972,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:23:15,60,01_758,4,40,220,aggressive,01_596,head bob,1,26,4,G,
2973,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:23:15,60,02_1009,5,40,220,aggressive,01_596,head bob,1,27,5,G,
2974,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:00,61,01_596,1,20,220,passive,,,1,,1,G,
2975,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:00,61,01_758,2,20,220,passive,,,1,10,2,G,
2976,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:00,61,01_665,3,20,220,passive,,,1,11,3,G,
2977,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:00,61,02_1009,4,25,220,passive,,,1,14,4,G,
2978,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:00,61,01_516,5,25,220,passive,,,1,25,5,G,
2979,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:25:48,62,02_1009,1,20,340,passive,,,1,,1,G,
2980,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:27:30,63,02_1009,1,10,340,passive,,,1,,1,G,
2981,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:27:30,63,01_758,2,10,340,passive,,,1,10,2,G,
2982,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:27:30,63,01_516,3,8,340,passive,,,1,12,3,S,
2983,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:29:20,64,01_596,1,25,10,aggressive,01_596,physical contact,1,,1,G,
2984,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:29:20,64,01_665,2,25,10,aggressive,01_596,physical contact,1,4,2,V,"01_596 nudged 01_665, and she walked"
2985,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:29:20,64,02_1009,3,25,10,passive,,,1,22,3,V,
2986,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:30:41,65,02_1009,1,100,10,passive,,,1,,1,G,
2987,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:30:41,65,01_758,2,100,10,passive,,,1,5,2,G,
2988,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:30:41,65,01_516,3,100,10,passive,,,1,11,3,G,
2989,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:30:41,65,01_665,4,100,10,passive,,,1,15,4,G,
2990,01_596_1,5-Jul-06,3,11:19:00,11:33:00,0:14:00,11:30:41,65,01_596,5,100,10,passive,,,1,27,5,G,
2991,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:54:35,66,01_758,1,5,30,passive,,,1,,1,G,
2992,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:54:35,66,01_665,2,5,30,passive,,,1,3,2,G,
2993,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:54:35,66,02_1009,3,5,30,passive,,,1,5,3,G,
2994,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:54:35,66,01_516,4,5,30,passive,,,1,9,4,G,
2995,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:54:35,66,01_596,5,5,30,passive,,,1,12,5,G,
2996,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:55:42,67,01_758,1,15,30,passive,,,1,,1,G,
2997,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:55:42,67,01_665,2,8,30,passive,,,1,2,2,G,
2998,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:55:42,67,02_1009,3,6,30,passive,,,1,4,3,G,
2999,01_596_1,5-Jul-06,4,11:35:00,12:15:00,0:40:00,11:55:42,67,01_516,4,8,30,passive,,,1,6,4,G,
