serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
608,hl11,4,01_064,1,7/2/05,8:53,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
609,hl11,4,01_062,2,7/2/05,8:53,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Stallion,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,M
610,hl11,4,01_063,3,7/2/05,8:53,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
611,hl11,4,01_209,4,7/2/05,8:53,Walking,0,0,0,0,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
612,hl11,4,harem 2,5,7/2/05,8:53,Drinking,0,0,0,0,,,,Pull,5,5,,0,,,less hk,BG,OG,273219,1609,4,Non-Movement,Non-Movement,2.22,F
613,hl11,5,01_063,1,7/2/05,8:55,Walking,0,0,0,0,move away from water,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
614,hl11,5,01_209,2,7/2/05,8:55,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
615,hl11,5,01_064,3,7/2/05,8:55,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
616,hl11,6,01_064,1,7/2/05,9:00,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
617,hl11,6,01_063,2,7/2/05,9:00,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
618,hl11,6,01_062,3,7/2/05,9:00,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Stallion,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,M
619,hl11,6,01_209,4,7/2/05,9:00,Walking,0,0,25,0,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
620,hl11,7,01_209,1,7/2/05,9:02,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
621,hl11,7,01_064,2,7/2/05,9:02,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
622,hl11,7,01_063,3,7/2/05,9:02,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
623,hl11,8,01_209,1,7/2/05,9:03,Walking,0,0,0,0,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
624,hl11,9,01_064,1,7/2/05,9:04,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
625,hl11,9,01_209,2,7/2/05,9:04,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
626,hl11,10,01_063,1,7/2/05,9:05,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
627,hl11,10,01_064,2,7/2/05,9:05,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
628,hl11,11,01_063,1,7/2/05,9:06,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
629,hl11,11,01_064,2,7/2/05,9:06,Walking,0,0,0,0,,,,Pull,2,2,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
630,hl11,12,harem 4,1,7/2/05,9:07,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
631,hl11,12,harem 2,2,7/2/05,9:07,Walking,0,0,0,0,,,,Pull,2,2,,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
632,hl11,13,harem 4,1,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
633,hl11,13,01_064,1,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
634,hl11,13,harem 1,2,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,2,2,,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
635,hl11,13,01_063,2,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
636,hl11,13,01_209,3,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
637,hl11,13,01_062,4,7/2/05,9:08,Walking,0,0,0,0,,,,Pull,4,4,,0,Adult,Stallion,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,M
638,hl11,14,harem 2,1,7/2/05,9:09,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
639,hl11,14,harem 1,2,7/2/05,9:09,Walking,0,0,0,0,,,,Pull,2,2,,0,,,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
640,hl11,15,01_064,1,7/2/05,9:09,Walking,0,0,0,0,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
641,hl11,15,01_063,2,7/2/05,9:09,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
642,hl11,15,01_209,3,7/2/05,9:09,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,OG,273219,1609,4,Movement,Movement,2.22,F
